split,lexical_weight,semantic_weight,behavioral_weight,impressions,hit_at_5,hit_at_10,mrr,mean_candidates,runtime_seconds
train,0.0,0.02,0.98,232887,0.6604834104093401,0.8925358650332564,0.362296278519799,11.103011331675877,150.62739649997093
validation,0.0,0.02,0.98,244647,0.6403675499801755,0.8706585406728878,0.3546051257606542,11.972114924769157,160.5960950999288
