split,impressions,hit_at_5,hit_at_10,mrr,mean_candidates,runtime_seconds
train,232887,0.5777480065439462,0.8538432802174445,0.3094895975373255,11.103011331675877,265.7476290999912
validation,244647,0.5502336018835301,0.8313815415680552,0.295523145329314,11.972114924769157,213.15078410005663
