split,impressions,hit_at_5,hit_at_10,mrr,mean_candidates,runtime_seconds
train,232887,0.5968989252298325,0.8605203381897658,0.32037131889514714,11.103011331675877,105.88244519999716
validation,244647,0.572285783189657,0.8408155423937347,0.3101115985426903,11.972114924769157,110.04402729996946
