split,impressions,hit_at_5,hit_at_10,mrr,mean_candidates,runtime_seconds
train,232887,0.655150351887396,0.8924070471945622,0.34857288455724406,11.103011331675877,106.8866370000178
validation,244647,0.6324091446042666,0.86886820602746,0.33934434362731664,11.972114924769157,113.68029100005515
